alien_name,alien_category,planet,galaxy,product,product_family,stage,created_date,close_date,closed,setup_charge,revenue_month
"Hansen, Bogan and D'Amore",Unknown,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,21-Mar-14,15-Jan-15,No,,9
"Hansen, Bogan and D'Amore",Unknown,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,21-Mar-14,15-Jan-15,No,,45
"Hansen, Bogan and D'Amore",Unknown,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,21-Mar-14,15-Jan-15,No,,0
Bechtelar and Sons,Ducks,Callirrhoe,Milky Way,Sleek Rubber Gloves,California sorcerors,Closed Won,24-Feb-14,4-Mar-14,Yes,0,1153
Olson Group,Frogs,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,3-Mar-14,1-Apr-15,Yes,,0
Gleason LLC,Horses,Bianca,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,4-Apr-14,9-Jun-14,No,,0
Gleason LLC,Horses,Bianca,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,4-Apr-14,9-Jun-14,No,,0
Heathcote LLC,Ogres,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,12-Mar-14,23-May-14,No,,0
Daniel-Greenholt,Dogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,8-Apr-14,30-Jul-14,No,,120320
"Mertz, Keeling and Tromp",Foxes,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,14-Mar-14,31-Jul-14,No,,0
"Mertz, Keeling and Tromp",Foxes,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Identification,14-Mar-14,31-Jul-14,No,,0
"Swift, Mueller and Tremblay",Foxes,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,21-Mar-14,24-Jun-15,No,,0
"Swift, Mueller and Tremblay",Foxes,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,21-Mar-14,24-Jun-15,No,,0
Hartmann Group,Ogres,Aegir,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Closed Won,28-Mar-14,31-Mar-14,Yes,,1594.3
"Hamill, Shanahan and Carter",Dogs,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,9-Apr-14,24-Jun-14,No,,0
"Hamill, Shanahan and Carter",Dogs,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,9-Apr-14,24-Jun-14,No,,0
"Boehm, Sauer and Ferry",Ducks,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Lost,11-Mar-14,2-May-14,Yes,,1200
Feeney-Marks,Dogs,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,7-Mar-14,7-Mar-14,Yes,,300
Feeney-Marks,Dogs,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,7-Mar-14,7-Mar-14,Yes,,150
Corkery and Sons,Bees,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,891
Corkery and Sons,Bees,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,301
Dare-Schaefer,Bears,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,1422
Dare-Schaefer,Bears,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,1188
"Stokes, Ward and Schuster",Horses,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Identification,4-Apr-14,16-Dec-16,No,,0
"Stokes, Ward and Schuster",Horses,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Identification,4-Apr-14,16-Dec-16,No,,0
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,24-Feb-14,9-Jun-14,No,,0
Miller-Hane,Horses,Adrastea,Omega,Rustic Steel Computer,Rhode Island people,Proposal,26-Feb-14,24-Nov-14,Yes,,8830
Miller-Hane,Horses,Adrastea,Omega,Rustic Steel Car,Rhode Island people,Proposal,26-Feb-14,24-Nov-14,Yes,,20
"Corwin, Powlowski and Hegmann",Dogs,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Qualification,18-Mar-14,30-Apr-14,No,,1120
Hamill Inc,Bears,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Decision,19-Feb-14,23-May-14,No,,4240
"Hansen, Bogan and D'Amore",Unknown,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,21-Mar-14,15-Jan-15,No,,0
"Hansen, Bogan and D'Amore",Unknown,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,21-Mar-14,15-Jan-15,No,,0
Donnelly-Grimes,Foxes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,15-Apr-14,15-Apr-14,Yes,,624
Hahn LLC,Bees,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,21-Feb-14,30-Apr-14,No,,0
Hahn LLC,Bees,Aegaeon,Andromeda,Practical Rubber Hat,Vermont oracles,Proposal,21-Feb-14,30-Apr-14,No,,0
"Grady, Steuber and Waelchi",Horses,Carpo,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,3-Mar-14,30-Apr-14,No,,40
"Grady, Steuber and Waelchi",Horses,Carpo,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,3-Mar-14,30-Apr-14,No,,110
"Grady, Steuber and Waelchi",Horses,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,3-Mar-14,30-Apr-14,No,,540
"Grady, Steuber and Waelchi",Horses,Carpo,Andromeda,Practical Cotton Table,Rhode Island people,Proposal,3-Mar-14,30-Apr-14,No,,24
"Grady, Steuber and Waelchi",Horses,Carpo,Andromeda,Sleek Rubber Gloves,California sorcerors,Proposal,3-Mar-14,30-Apr-14,No,,300
Stroman-Fisher,Bees,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,6
Stroman-Fisher,Bees,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,22
"Murray, Bailey and Ankunding",Vixens,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,40
"Swift, Mueller and Tremblay",Foxes,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,21-Mar-14,24-Jun-15,No,0,0
"Swift, Mueller and Tremblay",Foxes,Aoede,Centaurus A,Practical Cotton Table,Rhode Island people,Identification,21-Mar-14,24-Jun-15,No,,0
Mohr-Ankunding,Frogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,96
Mohr-Ankunding,Frogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,174
Wolf Group,Ducks,Callirrhoe,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,1-Apr-14,30-May-14,No,0,2024.4
Wolf Group,Ducks,Callirrhoe,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,1-Apr-14,30-May-14,Yes,0,0
Hartmann Group,Ogres,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Closed Won,28-Mar-14,31-Mar-14,Yes,,1613
Hartmann Group,Ogres,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Closed Won,28-Mar-14,31-Mar-14,Yes,,0
"Boehm, Sauer and Ferry",Ducks,Carpo,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Lost,11-Mar-14,2-May-14,Yes,,1000
"Raynor, Gislason and Champlin",Ogres,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,23-Mar-14,23-Mar-14,Yes,,250
Cassin Group,Unknown,Adrastea,Omega,Practical Cotton Hat,Alabama chickens,Closed Won,12-Mar-14,17-Mar-14,Yes,,0
Moore-Bergnaum,Vixens,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,25-Mar-14,11-Aug-14,No,,20000
Moore-Bergnaum,Vixens,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,25-Mar-14,11-Aug-14,No,,40000
Moore-Bergnaum,Vixens,Amalthea,Milky Way,Intelligent Steel Pants,California sorcerors,Identification,25-Mar-14,11-Aug-14,No,,20000
Swift-Douglas,Foxes,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Qualification,29-Jan-14,4-Sep-14,Yes,,0
Quitzon-Schaefer,Dogs,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Identification,24-Mar-14,7-Dec-15,No,,0
Quitzon-Schaefer,Dogs,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Identification,24-Mar-14,7-Dec-15,No,,0
"Cole, Osinski and Skiles",Foxes,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Qualification,17-Mar-14,21-Jul-14,No,0,2000
Metz-Pagac,Foxes,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,21-Mar-14,21-Mar-14,Yes,,4170
Hoppe LLC,Unknown,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,21-Mar-14,22-Feb-15,No,,5
Hoppe LLC,Unknown,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,21-Mar-14,22-Feb-15,No,,30
Hoppe LLC,Unknown,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,21-Mar-14,22-Feb-15,No,,115
Hoppe LLC,Unknown,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,21-Mar-14,22-Feb-15,No,,40
Miller-Hane,Horses,Adrastea,Omega,Ergonomic Wooden Computer,Rhode Island people,Proposal,26-Feb-14,24-Nov-14,Yes,,10000
Hoppe LLC,Unknown,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,21-Mar-14,22-Feb-15,No,,0
Hoppe LLC,Unknown,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,21-Mar-14,22-Feb-15,No,,0
Hoppe LLC,Unknown,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,21-Mar-14,22-Feb-15,No,,0
Hoppe LLC,Unknown,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,21-Mar-14,22-Feb-15,No,,0
Metz-Pagac,Foxes,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,21-Mar-14,21-Mar-14,Yes,,2960
Little-Ledner,Foxes,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,14-Feb-14,31-May-14,No,0,345.5
Hamill Inc,Bears,Amalthea,Milky Way,Rustic Rubber Chair,California sorcerors,Decision,19-Feb-14,23-May-14,No,,495
"Hoppe, Dickinson and Miller",Dogs,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Proposal,22-Apr-14,31-May-14,No,,1767
"Hoppe, Dickinson and Miller",Dogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,22-Apr-14,31-May-14,No,,2080
"Hoppe, Dickinson and Miller",Dogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,22-Apr-14,31-May-14,No,,121
Hahn LLC,Bees,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,21-Feb-14,30-Apr-14,No,,0
Stanton LLC,Ducks,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,27-Feb-14,27-Feb-14,Yes,,108
Stanton LLC,Ducks,Aegaeon,Andromeda,Intelligent Steel Pants,California sorcerors,Closed Won,27-Feb-14,27-Feb-14,Yes,,418
Stanton LLC,Ducks,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,2080
Yost-Hermiston,Dogs,Cyllene,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,11-Mar-14,22-Apr-14,No,,14000
"Moore, Ryan and Kautzer",Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,530
"Moore, Ryan and Kautzer",Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,747.4
"Jakubowski, Mills and Mosciski",Horses,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Identification,22-Jan-14,30-May-14,No,0,1870.3
Quitzon-Schaefer,Dogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,24-Mar-14,7-Dec-15,No,,0
Quitzon-Schaefer,Dogs,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,24-Mar-14,7-Dec-15,No,,0
Quitzon-Schaefer,Dogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,24-Mar-14,7-Dec-15,No,,0
Mohr-Ankunding,Frogs,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,100
"Raynor, Gislason and Champlin",Ogres,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,23-Mar-14,23-Mar-14,Yes,,180
Cassin Group,Unknown,Adrastea,Omega,Incredible Granite Shoes,Alabama chickens,Closed Won,12-Mar-14,17-Mar-14,Yes,17770.5,13031.7
Treutel-Torphy,Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,5-Mar-14,5-Mar-14,Yes,,200.9
"Hodkiewicz, Wyman and Lang",Ogres,Aitne,Centaurus A,Rustic Steel Car,Rhode Island people,Qualification,25-Feb-14,30-Nov-16,No,0,2793
"Hodkiewicz, Wyman and Lang",Ogres,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Qualification,25-Feb-14,30-Nov-16,No,0,1921.9
Nienow-Cummerata,Unknown,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,21-Mar-14,29-Apr-15,No,,0
Nienow-Cummerata,Unknown,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,21-Mar-14,29-Apr-15,No,,0
Swift-Douglas,Foxes,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,10-Mar-14,10-Oct-14,No,,282.3
"Cole, Osinski and Skiles",Foxes,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Qualification,17-Mar-14,21-Jul-14,No,,8333.3
"Cole, Osinski and Skiles",Foxes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,17-Mar-14,21-Jul-14,No,,3640
Senger-Corkery,Fishes,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,60
Senger-Corkery,Fishes,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,462
Klocko-Towne,Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,0
Klocko-Towne,Horses,Aitne,Centaurus A,Sleek Rubber Gloves,California sorcerors,Closed Won,27-Mar-14,27-Mar-14,Yes,,0
Roob-Weissnat,Vixens,Amalthea,Milky Way,Ergonomic Rubber Computer,Rhode Island people,Closed Won,17-Mar-14,26-Mar-14,Yes,,3668.9
Little-Ledner,Foxes,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,14-Feb-14,31-May-14,No,0,0
Kessler-Ernser,Horses,Ananke,Centaurus A,Rustic Rubber Chair,California sorcerors,Qualification,17-Feb-14,10-Apr-14,No,,2075
Torphy-Luettgen,Dogs,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Identification,7-Mar-14,16-Jun-14,No,,3750
"Macejkovic, Labadie and Towne",Foxes,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Identification,18-Mar-14,24-Jun-14,No,,7600
"Nienow, Heidenreich and Gorczany",Dogs,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Qualification,19-Mar-14,18-Jun-14,No,121.2,0
Huels-Reilly,Horses,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,3-Apr-14,4-May-14,Yes,,30
Bailey Inc,Foxes,Epimetheus,Andromeda,Rustic Rubber Chair,California sorcerors,Identification,1-Apr-14,28-Nov-14,No,,1000
Hand-Hettinger,Bees,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Decision,17-Feb-14,15-May-14,No,,499.2
Stanton LLC,Ducks,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,4950
"Gibson, Kerluke and Koepp",Dogs,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,29-Jan-14,27-Mar-14,Yes,1,0
Thompson-Turcotte,Horses,Aegaeon,Andromeda,Rustic Steel Car,Rhode Island people,Proposal,19-Mar-14,30-Jun-14,No,,30
Thompson-Turcotte,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,19-Mar-14,30-Jun-14,No,,125
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,190
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,1500
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,440
Dibbert Inc,Dogs,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Feb-14,27-Feb-14,Yes,,108
Hermann-Wehner,Ogres,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,4-Mar-14,30-May-14,No,,751.4
Weimann and Sons,Bees,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,20-Mar-14,17-Sep-14,No,39000,25800
Emard and Sons,Foxes,Aegaeon,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,3-Mar-14,14-Mar-14,Yes,,680
Crooks and Sons,Foxes,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,10-Mar-14,30-Sep-14,No,,1000
Boyle-Fritsch,Horses,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,24-Mar-14,26-Mar-14,Yes,,1255
Cummerata-Huels,Bears,Aegaeon,Andromeda,Incredible Granite Shoes,Alabama chickens,Identification,16-Apr-14,30-Jun-14,No,5000,3600
Kirlin-Gutkowski,Vixens,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,24-Feb-14,25-Apr-14,No,,0
Kirlin-Gutkowski,Vixens,Aegir,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,24-Feb-14,25-Apr-14,No,,0
Hyatt-Lakin,Horses,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,16-Apr-14,30-Jul-14,No,,500
Fisher LLC,Ducks,Despina,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,24-Apr-14,1-Sep-14,No,,360
Nienow-Cummerata,Unknown,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,21-Mar-14,29-Apr-15,No,,0
Nienow-Cummerata,Unknown,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,21-Mar-14,29-Apr-15,No,,0
Sanford-Tremblay,Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,280
Bailey Inc,Foxes,Erriapus,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,1-Apr-14,28-Nov-14,No,,0
Ziemann Inc,Ogres,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,4-Mar-14,18-Feb-16,No,,6000
Ziemann Inc,Ogres,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Identification,4-Mar-14,18-Feb-16,No,,6000
Botsford Group,Horses,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,No,0,160.8
Ondricka Group,Zombies,Aegaeon,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,5-Mar-14,23-Mar-14,Yes,,7689
Ondricka Group,Zombies,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,5-Mar-14,23-Mar-14,Yes,,610.1
Ondricka Group,Zombies,Aegaeon,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,5-Mar-14,23-Mar-14,Yes,,3728
Predovic LLC,Vixens,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,5-Mar-14,5-Mar-14,Yes,,57
"Bechtelar, Nienow and Mills",Horses,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,10-Mar-14,27-Mar-14,Yes,,5.9
"Bechtelar, Nienow and Mills",Horses,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,10-Mar-14,27-Mar-14,Yes,,0
Quitzon-Schaefer,Dogs,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,1-Apr-14,2-May-14,Yes,,26
"Hane, Treutel and Stokes",Vixens,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,60
"Hane, Treutel and Stokes",Vixens,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,90
"Reinger, Johnston and Walter",Frogs,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Identification,19-Mar-14,17-Dec-14,No,,5000
"Pagac, Tillman and Schmitt",Unknown,Amalthea,Milky Way,Incredible Granite Shoes,Alabama chickens,Closed Won,31-Mar-14,31-Mar-14,Yes,0,6757.8
Padberg Inc,Dogs,Bergelmir,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,9-Apr-14,1-Oct-14,No,,0
Kautzer-Lakin,Horses,Aoede,Centaurus A,Awesome Granite Chair,California sorcerors,Identification,9-Apr-14,30-Jun-14,No,,1000
"Gleason, Nikolaus and Kris",Bees,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,9-Apr-14,1-Dec-16,No,,0
Wuckert and Sons,Bees,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,11-Mar-14,15-Jul-14,No,,1500
"Mertz, Denesik and Wehner",Vixens,Aitne,Centaurus A,Sleek Rubber Gloves,California sorcerors,Closed Won,11-Mar-14,11-Mar-14,Yes,0,46
"Mertz, Denesik and Wehner",Vixens,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,11-Mar-14,11-Mar-14,Yes,0,169.2
"Mertz, Denesik and Wehner",Vixens,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,11-Mar-14,11-Mar-14,Yes,0,3435.1
Hammes-Fay,Dogs,Cyllene,Andromeda,Rustic Rubber Chair,California sorcerors,Qualification,17-Mar-14,30-Oct-14,No,13330,10528
"Moore, Shanahan and Blanda",Unknown,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Qualification,17-Mar-14,14-May-14,No,0,1000
"White, Boyer and Conroy",Foxes,Amalthea,Milky Way,Incredible Granite Shoes,Alabama chickens,Qualification,6-Mar-14,30-May-14,No,1500,3200
"White, Boyer and Conroy",Foxes,Amalthea,Milky Way,Practical Rubber Hat,Vermont oracles,Qualification,6-Mar-14,30-May-14,No,0,0
"Flatley, Medhurst and Fahey",Ducks,Anthe,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,6-Mar-14,25-Nov-14,No,,3387.9
"Flatley, Medhurst and Fahey",Ducks,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,6-Mar-14,25-Nov-14,No,,193.6
Daugherty-Stroman,Dogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,679
Kautzer-Lakin,Horses,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,9-Apr-14,30-Jun-14,No,,4500
Kautzer-Lakin,Horses,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,9-Apr-14,30-Jun-14,No,,450
Bailey Inc,Foxes,Elara,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,1-Apr-14,28-Nov-14,No,,2860
Graham-Turner,Dogs,Bianca,Centaurus A,Sleek Plastic Pants,Rhode Island people,Qualification,4-Apr-14,26-Jan-15,No,,1180
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Apr-14,No,0,304.9
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Jun-14,No,17256.6,157.8
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Sep-14,No,0,61
"Schiller, Becker and O'Kon",Bees,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Proposal,11-Apr-14,11-Apr-14,No,0,0
"Schiller, Becker and O'Kon",Bees,Amalthea,Milky Way,Rustic Wooden Car,Washington druids,Proposal,11-Apr-14,11-Apr-14,No,0,0
Rippin Group,Vixens,Amalthea,Milky Way,Rustic Concrete Car,California sorcerors,Proposal,11-Apr-14,26-Nov-13,No,26360.4,4416.9
Botsford Group,Horses,Aegaeon,Andromeda,Ergonomic Plastic Hat,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,No,0,5367.6
Botsford Group,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,No,0,975.9
